NodeA	NodeB	TCGA_A7_A0CE	TCGA_A7_A0CH	TCGA_A7_A0D9	TCGA_A7_A0DB	TCGA_A7_A13E	TCGA_A7_A13F	TCGA_A7_A13G	TCGA_AC_A23H	TCGA_AC_A2FB	TCGA_AC_A2FF	TCGA_AC_A2FM	TCGA_BH_A0AU	TCGA_BH_A0AY	TCGA_BH_A0AZ	TCGA_BH_A0B3	TCGA_BH_A0B5	TCGA_BH_A0B7	TCGA_BH_A0BA	TCGA_BH_A0BC	TCGA_BH_A0BJ	TCGA_BH_A0BM	TCGA_BH_A0BQ	TCGA_BH_A0BS	TCGA_BH_A0BV	TCGA_BH_A0BW	TCGA_BH_A0BZ	TCGA_BH_A0C0	TCGA_BH_A0C3	TCGA_BH_A0DD	TCGA_BH_A0DG	TCGA_BH_A0DH	TCGA_BH_A0DK	TCGA_BH_A0DL	TCGA_BH_A0DO	TCGA_BH_A0DP	TCGA_BH_A0DQ	TCGA_BH_A0DT	TCGA_BH_A0DV	TCGA_BH_A0DZ	TCGA_BH_A0E0	TCGA_BH_A0E1	TCGA_BH_A0H5	TCGA_BH_A0H7	TCGA_BH_A0H9	TCGA_BH_A0HA	TCGA_BH_A0HK	TCGA_BH_A18J	TCGA_BH_A18L	TCGA_BH_A18M	TCGA_BH_A18N	TCGA_BH_A18P	TCGA_BH_A18Q	TCGA_BH_A18R	TCGA_BH_A18S	TCGA_BH_A18U	TCGA_BH_A18V	TCGA_BH_A1EN	TCGA_BH_A1EO	TCGA_BH_A1ET	TCGA_BH_A1EU	TCGA_BH_A1EV	TCGA_BH_A1EW	TCGA_BH_A1F0	TCGA_BH_A1F2	TCGA_BH_A1F6	TCGA_BH_A1F8	TCGA_BH_A1FC	TCGA_BH_A1FE	TCGA_BH_A1FG	TCGA_BH_A1FH	TCGA_BH_A1FJ	TCGA_BH_A1FM	TCGA_BH_A1FN	TCGA_BH_A1FR	TCGA_BH_A1FU	TCGA_BH_A203	TCGA_BH_A204	TCGA_BH_A208	TCGA_BH_A209	TCGA_E2_A153	TCGA_E2_A158	TCGA_E2_A15I	TCGA_E2_A15K	TCGA_E2_A15M	TCGA_E2_A1BC	TCGA_E2_A1IG	TCGA_E2_A1L7	TCGA_E2_A1LB	TCGA_E2_A1LH	TCGA_E9_A1N4	TCGA_E9_A1N5	TCGA_E9_A1N9	TCGA_E9_A1NA	TCGA_E9_A1ND	TCGA_E9_A1NF	TCGA_E9_A1NG	TCGA_E9_A1R7	TCGA_E9_A1RB	TCGA_E9_A1RC	TCGA_E9_A1RD	TCGA_E9_A1RF	TCGA_E9_A1RH	TCGA_E9_A1RI	TCGA_GI_A2C8	TCGA_GI_A2C9
glucose[c]	RXN_026	0.333	0.2586	0.3569	0.2806	0.3499	0.5161	0.2335	0.4239	0.4596	0.2467	0.4591	0.3759	0.2955	0.2791	0.6682	0.2671	0.3966	0.3772	0.1997	0.2223	0.3614	0.3853	0.2595	0.2622	0.505	0.3741	0.4977	0.2816	0.2891	0.3384	0.389	0.3509	0.9947	0.2712	0.2445	0.2874	0.3223	0.3508	0.4753	1	0.2334	0.2422	0.3695	0.2976	0.2274	0.4536	0.46	0.2684	0.2449	0.2456	0.3663	0.244	0.5325	0.4697	0.2926	0.3968	0.5556	0.3057	0.339	0.2234	0.6411	0.3229	0.435	0.4114	0.4272	0.428	0.3178	0.3925	0.3346	0.3325	0.2857	0.45	0.4952	0.1514	0.3993	0.2571	0.2346	0.3208	0.2653	0.4628	0.375	0.2285	0.2903	0.229	0.3006	0.2789	0.2085	0.3131	0.2619	0.2377	0.2917	0.3567	0.3217	0.544	0.3121	0.4167	0.412	0.3095	0.2758	0.2696	0.3636	0.7193	0.2776	0.3806	0.499
lactateL[c]	RXN_027	0.514	0.2445	0.3835	0.1083	0.2028	0.36	0.3465	0.3021	0.5796	0.094	0.1045	0.1669	0.1463	0.1471	0.4377	0.1097	0.4179	0.1508	0.1457	0.2523	0.0935	0.2688	0.1227	0.1394	0.5277	0.244	0.2754	0.1655	0.2315	0.1045	0.1608	0.1754	0.267	0.0484	0.1245	0.2076	0.1288	0.1324	0.3734	0.0434	0.2214	0.1207	0.4901	0.1556	0.1133	0.1126	0.2071	0.1227	0.0953	0.1219	0.0771	0.1408	0.1879	0.7828	0.125	0.3102	0.0489	0.1589	0.0603	0.1841	0.3288	0.2357	0.3228	0.1255	0.2457	0.0562	0.6205	0.1767	0.1049	0.1628	0.288	0.1506	0.5831	0.1906	0.1291	0.1503	0.0874	0.1501	0.3024	0.3549	0.6168	0.0532	0.1881	0.2184	0.0904	0.1982	0.2367	0.0558	0.1948	0.405	0.1253	0.09	0.3498	0.3656	0.3842	0.3613	0.3106	0.3797	0.1765	0.0483	0.1437	1	0.1116	0.7127	0.7302
glutamine[c]	RXN_028	0.4304	0.2955	0.1587	0.2434	0.2095	0.2025	0.4298	0.3086	0.4833	0.4323	0.4116	0.7164	0.2424	0.1539	0.1479	0.4161	0.2986	0.704	0.2869	0.2487	0.3052	0.3073	0.2845	0.056	0.1709	0.3146	0.1697	0.2062	0.4055	0.3164	0.4085	0.1826	0.3335	0.3225	0.2735	0.2839	0.3953	0.2432	0.4019	0.1679	0.2557	0.2478	0.3828	0.2335	0.1741	0.1217	0.1732	0.6063	0.2792	0.7897	0.3203	0.2167	0.8563	0.1903	0.3035	0.2625	0.1559	0.3371	0.4447	0.419	0.4113	0.3916	0.2857	0.426	0.2904	0.5326	0.3344	0.5475	0.5699	0.3128	0.3543	0.4814	0.2614	0.2616	0.3046	0.5025	0.6037	0.2656	0.3043	0.3498	0.183	0.3328	0.2093	0.3002	0.6534	0.1856	0.3333	1	0.1655	0.3589	0.4052	0.4964	0.2665	0.1849	0.384	0.2125	0.3352	0.3844	0.9526	0.0901	0.34	0.5752	0.63	0.3712	0.2227
palmitateDem[c]	RXN_029	0.101	0.0579	0.0662	0.127	0.1165	0.0418	0.0451	0.0774	0.1054	0.2774	0.0942	0.0833	0.1012	0.1097	0.0591	0.1988	0.1158	0.2386	0.1523	0.1115	0.0923	0.0609	0.0312	0.0861	0.3589	0.1275	0.1139	0.3236	0.0939	0.135	0.028	0.1038	0.3094	0.1078	0.1065	0.0985	0.126	0.088	0.1009	0.0512	0.0357	0.1239	0.1261	0.0662	0.0941	0.0922	0.1299	0.1142	0.129	0.0288	0.0667	0.0976	0.2217	0.0378	0.0653	0.1571	0.0833	0.3149	0.111	0.4878	0.0969	0.2071	0.2015	0.1975	0.0663	0.0703	0.1123	0.1522	0.0835	0.2257	0.0701	0.2186	0.1407	0.0393	0.1115	0.1416	0.0455	0.1942	0.1125	0.1048	0.1579	0.1938	0.0513	0.3207	0.1867	0.1067	0.0645	0.0629	0.0495	0.2407	0.1398	0.1505	0.1705	0.1855	0.1834	0.1614	0.1163	0.1317	0.1593	0.0478	0.1834	0.1431	0.1565	0.1412	0.0683
carnitine[c]	RXN_030	0.3496	0.2496	0.2344	0.3003	0.0248	0.4245	0.3179	0.275	0.205	0.3038	0.4827	0.255	0.169	0.3082	0.1082	0.1985	0.1127	0.3736	0.2757	0.3852	0.2477	0.1912	0.2659	0.3007	0.1259	0.2506	0.1544	0.2846	0.2255	0.2878	0.4611	0.1622	0.1484	0.3279	0.2384	0.1523	0.2211	0.177	0.2047	0.0944	0.2521	0.1214	0.1516	0.3027	0.2781	1	0.1955	0.5993	0.2751	0.5243	0.1349	0.096	0.218	0.3843	0.2035	0.0428	0.3216	0.2368	0.4749	0.3121	0.1264	0.3398	0.0485	0.1921	0.1155	0.4326	0.0892	0.1832	0.3532	0.1764	0.2442	0.1893	0.1519	0.3568	0.1197	0.2561	0.3874	0.0512	0.1053	0.2406	0.0553	0.2969	0.2824	0.2097	0.4208	0.2737	0.4516	0.601	0.0426	0.2091	0.3091	0.215	0.1132	0.1326	0.1635	0.1418	0.4708	0.2485	0.2165	0.6068	0.3818	0.2564	0.4459	0.311	0.062
glutamate[c]	RXN_031	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
arginine[c]	RXN_032	0.1541	0.0141	0.0798	0.0276	0.0393	0.1951	0.0119	0.0146	0.0427	0.0452	0.0896	0.1878	0.0214	0.1558	0.0235	0.0322	0.0174	0.0373	0.1382	0.1578	0.0199	0.1808	0.2236	0.0088	0.0345	0.0925	0.0447	0.2551	0.143	0.0571	0.0044	0.0462	0.0716	0.1483	0.1153	0.1046	0.3765	0.0378	0.1	0.0094	0.248	0.0477	0.0871	0.1548	0.1345	0.0269	0.0884	0.1814	0.1747	0.0149	0.042	0.0276	0.1117	0.2575	0.1068	0.0949	0.0515	0.0624	0.1159	0.1633	0.0959	0.0511	0.0291	0.04	0.0646	0.0118	0.0318	0.086	0.0675	0.0488	0.0107	0.4843	0.1472	0.313	0.0415	0.0274	0.1479	0.0206	0.0653	0.1933	0.0293	0.1103	0.0098	0.0637	0.0122	0.0653	0.0852	0.0509	0.0189	0.1412	0.2504	0.0272	1	0.0593	0.025	0.0535	0.0281	0.0922	0.0286	0.1693	0.0627	0.026	0.1751	0.192	0.0513
urea[c]	RXN_033	0.0285	0.2641	0.0049	0.0126	0.0521	0.0077	0.1386	0.0899	0.0949	0.0405	0.0074	0.0059	0.0098	0.0806	0.0175	0.0498	0.1667	0.037	0.0746	0.1248	0.6656	0.2561	0.3894	0.0602	0.057	0.005	0.1445	0.018	0.067	0.0278	0.0057	0.0191	0.6413	0.4228	0.0268	0.0138	0.1227	0.051	0.0054	0.0084	0.0418	0.0376	0.0076	0.4108	0.0134	0.0425	0.1303	0.0047	0.0581	0.1885	0.0926	0.2364	0.0444	0.2772	0.0488	0.0206	0.0476	0.0309	0.0162	0.056	0.2961	0.0211	0.0432	0.006	0.0353	0.0118	0.0027	0.0148	0.0123	0.1107	0.023	0.0023	0.2209	0.0092	0.2461	0.0644	0.003	0.0586	0.0108	0.0317	0.0206	0.0543	0.242	0.0419	0.0336	0.0028	0.0233	0.0079	0.0802	0.0094	0.0654	0.048	0.0015	0.0693	0.0834	0.0041	0.3631	0.0671	0.0257	0.1534	0.003	0.0074	0.0115	0.1874	0.4359
NH3[c]	RXN_034	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
citrate[c]	RXN_035	0.0029	0.0054	0.0005	0.0076	0.0003	0.0005	0.0074	0.0131	0.0335	0.0075	0.0031	0.0031	0.0003	0.015	0.0039	0.0536	0.0108	0.0268	0.0106	0.0157	0.0838	0.0088	0.0022	0.039	0.0295	0.0262	0.0166	0.002	0.0005	0.0149	0.002	0.0029	0.0002	0.2427	0.0099	0.01	0.0039	0.0092	0.0211	0.0001	0.0104	0.0201	0.0045	0.063	0.0003	0.0021	0.0247	0.0011	0.0029	0.0004	0.2574	0.0228	0.0069	0.0018	0.001	0	0	0.0001	0.007	0.0924	0.3734	0.0039	0.0165	1	0.0052	0.0009	0.0001	0.0025	0.0026	0.0115	0.0009	0.0004	0.0078	0.0063	0.0028	0.0009	0.0339	0.0031	0.0008	0.0028	0.0034	0.0031	0.0189	0.0711	0.0005	0.0005	0.0307	0	0.0026	0.0012	0.0024	0.0027	0.0004	0.0016	0.0012	0.0005	0.0282	0.0293	0.0306	0.001	0.0005	0.0003	0.0019	0.7826	0.0083
folate[c]	RXN_036	0.0858	0.0284	0.0315	0.0872	0.0899	0.0137	0.0038	0.0064	0.0711	0.159	0.0434	0.0198	0.0856	0.0449	0.0188	0.0306	0.35	0.0519	0.0389	0.0481	0.0596	0.0428	0.0097	0.0174	0.0195	0.0276	0.0306	0.0928	0.0213	0.0641	0.0135	0.1411	0.0283	0.0339	0.0368	0.0842	0.0268	0.1038	0.057	0.014	0.0205	0.1405	0.0295	0.1115	0.0283	0.0455	0.0502	0.0177	0.0616	0.0078	0.0148	0.3273	0.0372	0.029	0.0135	0.0774	0.0653	0.0871	0.0081	0.1781	0.0123	0.0684	0.2947	0.0491	0.1542	0.0256	0.0151	0.0375	0.0232	0.1577	0.0096	0.0076	0.0037	0.0192	0.0393	0.0211	0.0095	0.4752	0.3079	0.0745	0.1647	0.0126	0.0296	0.1142	0.0073	0.0318	0.0432	0.0043	0.0863	0.0615	0.0238	0.0179	0.0083	0.0942	0.105	0.2241	0.0158	0.0058	0.0085	0.0076	0.0252	0.0065	0.0256	0.0761	0.2285
AKG[c]	RXN_037	0.5986	0.2115	0.1261	0.1838	0.9343	0.4027	0.2349	0.4634	0.2996	0.3333	0.3512	0.3012	0.2848	0.3187	0.511	0.2085	0.3971	0.2143	0.2289	0.2099	0.1989	0.2167	0.1523	0.4209	0.438	0.6835	0.7357	0.2674	0.2308	0.6	0.4894	0.2578	0.4202	0.3201	0.1487	0.2864	0.1652	0.2379	0.2283	0.3104	0.3088	0.2441	0.2132	0.3364	0.3395	0.6263	0.2803	0.5965	0.2869	0.2988	0.2084	0.4369	0.7214	0.3243	0.5301	0.7186	0.1371	0.2477	0.2134	0.2499	0.5068	0.3163	0.7725	0.3569	0.9084	0.2705	0.927	0.2523	0.2959	0.1959	0.332	0.2446	0.3955	0.2186	0.3982	0.4854	0.2626	0.471	0.7577	0.29	0.6535	0.3753	0.4386	0.2973	0.172	0.3852	0.8447	0.4018	1	0.3669	0.2843	0.2934	0.5955	0.6328	0.4008	0.2963	0.3395	0.4875	0.1697	0.2617	0.4526	0.6409	0.4941	0.2753	0.5858
proline[c]	RXN_038	0.0648	0.1052	0.134	0.1703	0.1564	0.0824	0.0859	0.2342	0.1163	0.2303	0.1219	0.2373	0.2444	0.413	0.1384	0.2111	0.2328	0.1633	0.1433	0.1625	0.0802	0.1456	0.0626	0.2059	0.5825	0.1878	0.2049	0.226	0.2003	0.359	0.0436	0.1612	0.2855	0.0664	0.1292	0.2514	0.1424	0.2372	0.2201	0.1193	0.0834	0.135	0.3649	0.2134	0.1269	0.0905	0.1875	0.2306	0.2052	0.0531	0.118	0.0953	0.2147	0.0319	0.1874	0.2412	0.2018	0.462	0.1147	0.2768	0.1049	0.1774	0.3254	0.3544	0.1218	0.1251	0.3118	0.2447	0.0588	0.3529	0.1183	0.2386	0.1958	0.0603	0.2787	0.2541	0.2374	0.5057	0.1947	0.1864	0.0506	0.1481	0.1008	0.1816	0.1878	0.1847	0.117	0.2562	0.1025	0.1686	0.2442	0.1623	0.3039	0.3049	0.2158	0.1924	0.1985	0.1633	0.165	0.098	0.2285	0.2784	0.203	0.2016	0.2693
alanine[c]	RXN_039	0.2703	0.1431	0.1388	0.1339	0.1275	0.2633	0.1955	0.1496	0.251	0.2317	0.2633	0.4869	0.1291	0.2053	0.0896	0.2156	0.1525	0.3327	0.246	0.2513	0.1466	0.2926	0.3234	0.0366	0.1079	0.2234	0.1184	0.3186	0.3099	0.1938	0.1826	0.1235	0.1868	0.2715	0.2233	0.22	0.503	0.1376	0.2657	0.0896	0.3226	0.1535	0.2497	0.244	0.1962	0.0785	0.1563	0.432	0.2802	0.3643	0.1813	0.1174	0.482	0.3069	0.23	0.201	0.1018	0.2056	0.2921	0.3348	0.2626	0.2236	0.1609	0.23	0.159	0.2493	0.186	0.3208	0.3137	0.1844	0.1693	0.6469	0.2503	0.3907	0.1766	0.2506	0.4015	0.1428	0.1984	0.3273	0.1018	0.243	0.0953	0.1905	0.302	0.143	0.2287	0.4719	0.0917	0.279	0.4028	0.2475	1	0.107	0.1936	0.1388	0.1795	0.246	0.4518	0.1898	0.2094	0.2857	0.4308	0.3367	0.1393
aspartate[c]	RXN_040	0.0291	0.1922	0.0452	0.295	0.0198	0.1487	0.0414	0.0838	0.0507	0.0469	0.0347	0.0463	0.0415	0.1049	0.058	0.204	0.1159	0.024	0.1075	0.0949	0.0548	0.277	0.1375	0.0852	0.0621	0.0574	0.0667	0.2932	0.1157	0.135	0.3897	0.2469	0.0707	0.0586	0.166	0.0608	0.4434	0.1047	0.1107	0.2373	0.6687	0.2296	0.0415	0.0507	0.0809	0.0374	0.2156	0.0249	0.049	0.1461	0.0592	0.0356	0.0463	0.0983	0.0827	0.0373	0.0625	0.0524	0.0279	0.0738	0.1131	0.0632	0.2124	0.0878	0.126	0.1034	0.03	0.0372	0.0609	0.0584	0.0487	0.0937	0.3427	0.1821	0.1076	0.0548	0.1665	0.0582	0.1001	0.1907	0.0146	0.0818	0.0255	0.0913	0.0574	0.0464	0.2987	0.1002	0.0323	0.0747	0.5682	0.0273	0.2119	0.1305	0.1201	0.3586	0.2708	0.2999	0.3848	0.3408	0.0589	0.1135	0.6314	1	0.0627
asparagine[c]	RXN_041	0.4304	0.2955	0.1587	0.2434	0.2095	0.2025	0.4298	0.3088	0.4833	0.4323	0.4116	0.7164	0.2424	0.1539	0.1479	0.4161	0.2986	0.704	0.2869	0.2487	0.3052	0.3073	0.2845	0.056	0.1709	0.3146	0.1697	0.2062	0.4055	0.3164	0.4085	0.1826	0.3335	0.3225	0.2735	0.2839	0.3953	0.2432	0.4018	0.1679	0.2557	0.2478	0.3828	0.2334	0.1741	0.1217	0.1732	0.6063	0.2792	0.7897	0.3203	0.2167	0.8563	0.1903	0.3036	0.2625	0.1559	0.3371	0.4447	0.419	0.4113	0.3916	0.2857	0.426	0.2904	0.5326	0.3344	0.5475	0.5699	0.3128	0.3542	0.4814	0.2614	0.2616	0.3046	0.5025	0.6037	0.2656	0.3042	0.3498	0.1831	0.3328	0.2093	0.3003	0.6534	0.1856	0.3333	1	0.1656	0.3589	0.4052	0.4964	0.2666	0.1849	0.384	0.2125	0.3352	0.3844	0.9527	0.0901	0.34	0.5752	0.63	0.3712	0.2228
serine[c]	RXN_042	0.4276	0.2967	0.162	0.2493	0.2151	0.2038	0.4289	0.2889	0.4833	0.4384	0.4109	0.72	0.2515	0.1727	0.1348	0.4219	0.3062	0.7031	0.2905	0.254	0.3053	0.3107	0.2843	0.0656	0.1963	0.3205	0.1781	0.2152	0.411	0.3309	0.4054	0.1887	0.3443	0.3218	0.2766	0.2931	0.3975	0.2525	0.4083	0.172	0.2555	0.2516	0.3966	0.2416	0.1784	0.1249	0.1797	0.5795	0.2849	0.7828	0.3223	0.2156	0.8565	0.1896	0.3076	0.2718	0.1645	0.357	0.445	0.4281	0.4111	0.3958	0.2963	0.4389	0.2932	0.5325	0.3443	0.5527	0.5655	0.3253	0.3554	0.4877	0.267	0.2614	0.3152	0.4993	0.6088	0.2883	0.3106	0.3519	0.1834	0.336	0.2013	0.306	0.6552	0.1926	0.3323	1	0.1664	0.3632	0.413	0.4981	0.279	0.1918	0.3879	0.2198	0.3411	0.387	0.9333	0.0938	0.3474	0.5772	0.6327	0.377	0.2259
glycine[c]	RXN_043	0.4331	0.296	0.157	0.2444	0.2428	0.2728	0.4149	0.2904	0.5144	0.434	0.4118	0.7247	0.2506	0.1583	0.1514	0.4222	0.3136	0.6799	0.2859	0.2517	0.2932	0.3088	0.2871	0.1081	0.2055	0.3215	0.1941	0.2143	0.423	0.3268	0.4154	0.1935	0.3695	0.3208	0.2723	0.3057	0.3914	0.2387	0.3993	0.175	0.2377	0.2523	0.387	0.248	0.1756	0.1302	0.2013	0.5727	0.2867	0.841	0.3236	0.2385	0.8606	0.181	0.3019	0.3211	0.1666	0.3577	0.446	0.4252	0.4405	0.417	0.3038	0.4358	0.321	0.5321	0.3755	0.5488	0.7841	0.3183	0.3631	0.4857	0.2705	0.2569	0.3307	0.4976	0.5934	0.2923	0.314	0.3613	0.1836	0.3253	0.1997	0.3098	0.6483	0.2078	0.3304	1	0.2061	0.346	0.413	0.5022	0.2852	0.2096	0.3834	0.2085	0.3545	0.3762	0.9339	0.1059	0.3481	0.5769	0.6183	0.3785	0.2358
putrescine[c]	RXN_044	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
CO2[c]	RXN_045	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
10_formyl_THF[m]	RXN_046	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
10_formyl_THF[c]	RXN_047	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
GSSG[m]	RXN_048	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
guanidinoacetate[c]	RXN_049	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
glucose[c]	RXN_050	0.333	0.2586	0.3569	0.2806	0.3499	0.5161	0.2335	0.4239	0.4596	0.2467	0.4591	0.3759	0.2955	0.2791	0.6682	0.2671	0.3966	0.3772	0.1997	0.2223	0.3614	0.3853	0.2595	0.2622	0.505	0.3741	0.4977	0.2816	0.2891	0.3384	0.389	0.3509	0.9947	0.2712	0.2445	0.2874	0.3223	0.3508	0.4753	1	0.2334	0.2422	0.3695	0.2976	0.2274	0.4536	0.46	0.2684	0.2449	0.2456	0.3663	0.244	0.5325	0.4697	0.2926	0.3968	0.5556	0.3057	0.339	0.2234	0.6411	0.3229	0.435	0.4114	0.4272	0.428	0.3178	0.3925	0.3346	0.3325	0.2857	0.45	0.4952	0.1514	0.3993	0.2571	0.2346	0.3208	0.2653	0.4628	0.375	0.2285	0.2903	0.229	0.3006	0.2789	0.2085	0.3131	0.2619	0.2377	0.2917	0.3567	0.3217	0.544	0.3121	0.4167	0.412	0.3095	0.2758	0.2696	0.3636	0.7193	0.2776	0.3806	0.499
